customer_id,age,gender,income,purchase_amount,product_category,customer_satisfaction_score,region,purchase_date
57,27,Female,99613.01835024286,100.10527750486521,Home,4.688065933741265,East,2022-08-11
58,35,Male,40060.73734158997,254.94569533672075,Books,3.542673040278248,East,2024-09-17
59,44,Female,48300.668062237055,265.73544817278616,Books,2.2391778420732535,South,2022-04-30
60,54,Female,23357.484694467053,109.13877999309902,Books,5.0,West,2022-05-18
61,32,Female,33808.663958208555,0.7784498916227529,Books,4.1939311351572615,South,2022-11-24
62,37,Female,88038.26297325002,11.027391639259477,Clothing,4.169479062839601,East,2024-05-27
63,23,Male,39559.314203164875,195.1523597438215,Clothing,4.898795857341284,South,2024-01-10
64,22,Male,88385.62600288918,8.851882138137249,Sports,3.336568007227967,South,2023-08-18
65,52,Male,25132.75478640219,24.018694439093462,Sports,3.8931923285753878,South,2023-06-24
66,60,Female,28930.619318534464,26.207499059935845,Sports,3.415823206064508,East,2023-09-26
67,38,Male,43175.37557953158,91.68778286314964,Sports,3.8127003737896215,South,2022-12-06
68,55,Female,48725.001566416446,85.95153863988568,Electronics,3.609151363756182,South,2024-04-04
69,45,Female,68461.74584900259,34.16702557336115,Home,3.4459980391634617,East,2022-03-23
70,30,Male,59015.40834372532,23.270330748176068,Books,4.387407275951928,East,2024-05-15
71,45,Female,41673.69485311944,144.6180382662947,Electronics,2.1383649796314943,South,2023-02-02
72,63,Female,47333.683869637876,274.0410528064385,Clothing,5.0,West,2023-12-15
73,39,Female,43618.741604306,5.425101140377744,Books,3.288207837918125,South,2022-12-24
74,63,Male,31706.925293485405,14.292447000872011,Home,4.4860911403267645,North,2024-03-10
75,18,Female,32240.74126796757,102.76804665374513,Home,4.542993608048844,East,2022-06-30
76,52,Male,70557.6778286682,163.18954644503262,Clothing,3.7029015160283665,West,2024-10-11
77,41,Female,20000.0,156.63241561338626,Books,4.434218242417439,North,2023-07-14
78,35,Male,82347.1739489011,127.18347194519421,Sports,2.917109457430881,North,2022-07-22
79,41,Female,43140.11548795536,218.41618578476897,Books,3.452487022371747,North,2024-02-23
80,18,Male,34549.8278721568,24.506825006496875,Books,3.757945028748987,West,2022-10-14
81,36,Male,64795.18581394538,11.349455913428667,Home,4.454451853905669,North,2022-05-13
82,45,Female,79704.33168294234,95.54551688485279,Clothing,3.660070715259616,East,2022-04-04
83,62,Female,,172.75228834876955,Books,3.838106143807158,West,2024-11-05
84,32,Female,60037.04098719782,87.23781066304971,Electronics,4.829093593528427,East,2023-04-19
85,27,Female,71737.26979443672,329.67694621274075,Electronics,4.396342087854127,West,2024-08-17
86,32,Male,20000.0,158.75025678196312,Clothing,5.0,East,2022-07-30
87,53,Female,39563.38917023703,120.66156298791417,Sports,3.0944293368919906,West,2023-07-13
88,44,Male,31776.59879950311,6.214915487785092,Books,2.714583860404256,North,2023-03-19
89,32,Female,74492.7746243035,11.400021811417915,Books,5.0,East,2022-04-09
90,47,Male,42330.439621522266,153.63623386221713,Home,4.262386124625459,East,2022-01-20
91,41,Male,66908.1311356411,22.094338043749683,Books,5.0,East,2022-01-21
92,54,Male,,2.9259078524545856,Sports,2.9945836490238156,South,2023-11-25
93,29,Female,,241.64335937476983,Books,3.511876844467069,North,2023-07-15
94,35,Female,38260.83580047431,221.46234266004313,Books,4.133797870404364,East,2024-11-12
95,34,Male,75876.35381629452,24.651943481329084,Home,4.000304728350429,East,2022-04-18
96,18,Male,34490.347026311734,151.5065709087435,Electronics,3.9238961241474875,West,2024-04-15
97,44,Male,52497.35220390958,4.916888014551303,Electronics,2.416481425563525,North,2023-08-28
98,43,Male,34349.1742734711,33.55538638072175,Sports,3.8853587163427967,North,2022-01-24
99,40,Male,43720.95626168279,97.72806454581642,Clothing,4.341199415667995,East,2024-02-15
100,36,Female,,144.0450681250313,Clothing,3.662842369490634,South,2023-03-29
101,18,Male,34342.669794050176,1.0453638167118875,Home,4.980017793340827,East,2022-04-25
102,33,Female,30791.06092032237,39.48347312225027,Books,4.983506832286231,South,2023-01-29
103,34,Female,55725.46673554885,24.123822707153515,Home,4.218188003689376,North,2024-08-09
104,27,Female,33105.25182417648,670.9237056475272,Electronics,3.273348126019795,North,2023-09-12
105,37,Male,33786.84888602655,111.16435247668774,Sports,4.357868869521412,South,2024-02-17
106,46,Male,31218.937125960587,52.03230028981817,Clothing,4.497277177707929,North,2023-08-19
107,68,Male,48441.83907337363,7.8667306117795395,Books,4.098651972006879,West,2024-10-09
108,42,Male,68874.03268799682,91.29718890979953,Clothing,3.254071466049184,South,2022-09-23
109,43,Female,80130.57272624533,102.63887599993997,Electronics,4.844380442309247,West,2022-03-24
110,38,Female,35481.638280124425,169.50280861923784,Books,4.42848654707682,East,2024-07-25
111,18,Female,93006.21586662423,34.048788263326976,Electronics,3.600950896162557,East,2022-09-03
112,39,Male,,398.610454224417,Clothing,4.155370339137746,West,2024-03-21
113,40,Male,71670.9704665574,57.88649131175635,Clothing,3.077867220423187,North,2024-10-07
114,76,Male,35566.07091969115,35.089703206586336,Electronics,2.1130538058411736,West,2023-11-02
115,37,Male,32581.534602599793,42.84001172160984,Books,2.472657343282609,North,2023-09-20
116,44,Male,35104.87686431223,73.3107157072678,Electronics,4.261999127117322,West,2023-12-08
117,39,Male,48951.04600701762,275.9894665889851,Books,3.7010827700094375,West,2022-05-09
118,22,Female,61599.44342067221,132.86248700421228,Home,4.419975238399296,North,2022-07-18
119,57,Female,63397.36075809644,86.0642352129307,Home,4.830703551530741,West,2024-02-06
120,51,Male,31120.299693042234,17.77046964899739,Books,4.347612938141019,South,2024-07-17
121,51,Female,30206.814249774627,16.17584080509162,Electronics,3.3562054834640347,North,2023-05-23
122,26,Female,,69.75506894165252,Books,4.411782889317223,East,2024-12-11
123,61,Female,47772.911952289774,130.4562144615057,Clothing,3.6119184762358296,East,2022-06-27
124,18,Female,45796.88791618251,139.03512702791238,Electronics,3.677349592742404,West,2022-10-25
125,48,Male,30996.4907586041,25.607279636286123,Books,5.0,East,2023-01-15
126,72,Female,55392.073881264885,10.547109160140202,Clothing,4.570407824775589,South,2022-06-16
127,25,Male,95251.37616670637,48.525695478735926,Sports,3.582700548762879,East,2022-12-28
128,31,Male,,250.31424345307923,Clothing,3.1824137669127293,East,2024-04-20
129,41,Female,41329.76357592933,78.82653346750239,Books,5.0,North,2023-05-19
130,32,Male,61193.23140648737,38.58092075048993,Electronics,3.956486521676438,West,2024-01-29
131,18,Female,38823.6741652641,39.10263529512438,Electronics,2.854822156208998,East,2023-04-02
132,41,Male,63379.289634363646,14.166385186445234,Home,3.558328192015217,West,2024-05-08
133,24,Male,35629.145864419195,64.09793672772379,Books,2.249136236623336,North,2024-07-13
134,47,Female,86642.39215154602,156.71578382999834,Clothing,1.3881050090348457,East,2023-12-09
135,26,Female,56895.49945184589,345.96326942000314,Clothing,4.954567609806252,East,2022-07-04
136,63,Male,37599.54101846577,69.63422793721679,Books,3.1200643531289725,North,2023-02-22
137,28,Female,38226.16601061452,18.29796723157018,Clothing,2.781131021065508,North,2023-12-16
138,35,Male,39724.004945839304,114.86970498457687,Sports,3.4344087650109794,East,2024-02-16
139,52,Female,77454.99332497746,141.3835532259282,Home,3.662970021953324,South,2024-03-05
140,21,Male,24624.979847974333,7.440005264533993,Electronics,3.405684008554699,West,2024-07-29
141,43,Male,36641.16659080991,189.80479461836762,Clothing,3.093888932734793,West,2022-05-03
142,59,Male,38766.78886149148,176.7978823548387,Sports,3.9586392557018173,West,2023-08-27
143,18,Male,49686.24066486124,63.968424422294625,Books,3.760066865112924,South,2022-03-02
144,42,Male,44577.80614706411,82.1941283005557,Clothing,5.0,West,2024-06-30
145,43,Female,20175.443372190744,124.9695899751222,Books,3.6345115766648393,North,2022-04-02
146,51,Male,42003.54632809065,112.9323461077415,Sports,3.958269970454649,North,2024-06-16
147,21,Female,48008.98633630063,1.6674223614943493,Sports,3.0848554801817314,East,2022-08-22
148,20,Female,37438.04329840433,13.060459855188403,Electronics,4.6476029594291255,South,2024-08-27
149,47,Male,63735.509780953296,17.7442147434951,Books,5.0,South,2023-06-15
150,44,Male,68388.16857507294,140.92596116550845,Home,3.9037116884840706,East,2024-10-14
151,43,Female,48432.266005412144,57.996772583795064,Electronics,3.3699859271448904,South,2024-02-27
152,45,Male,54610.83173701459,78.8563144010178,Books,4.18051531034799,West,2024-04-05
153,29,Male,20000.0,148.142927862368,Books,4.477187285293252,East,2024-10-16
154,43,Female,41577.94455676337,41.70048390207819,Sports,5.0,West,2024-04-06
155,44,Female,70096.43383515826,138.1865094096742,Sports,3.850725956134689,West,2023-09-16
156,29,Female,41531.26833641445,58.39327949411769,Books,3.6590348811932305,East,2022-08-30
157,67,Female,35254.76647216078,47.34980279903872,Sports,2.844714937693836,North,2022-10-19
158,47,Female,95553.77852061862,40.50211027752326,Books,3.700731381214614,East,2023-03-13
159,22,Female,,335.0831758961872,Books,3.578862387557884,South,2024-01-30
160,49,Male,59351.49824964314,147.82930371297834,Electronics,4.546649610086772,West,2024-12-13
161,25,Female,72778.21222960095,2.040266687292478,Electronics,3.7304342794919547,West,2023-06-12
162,51,Female,20000.0,315.62646250921784,Home,2.9803530153109468,South,2022-02-19
163,57,Male,34248.97118742587,149.3610698046156,Electronics,2.942175189452839,East,2024-03-04
164,27,Male,40600.84253653697,16.154847636831153,Clothing,3.5776945842982877,North,2024-03-09
165,54,Male,45280.39802266107,7.940921090392088,Clothing,4.755660033333354,South,2022-07-08
166,46,Male,40201.11958052075,36.84498448737873,Sports,4.178398288227493,North,2024-07-26
167,52,Male,20000.0,97.8649042987246,Clothing,4.470023742640654,West,2023-11-13
168,68,Male,57720.4923741712,95.85374104350083,Electronics,4.0136395088659915,East,2022-08-07
169,36,Female,60873.08256561214,32.27568985575203,Home,4.397514333066001,East,2023-10-21
170,28,Male,,59.00040831411479,Books,3.6472831346367784,West,2023-12-21
171,26,Male,34233.814704500735,23.811780253665354,Home,3.1387856094349607,South,2024-04-04
172,27,Male,32596.736844401956,5.190262227086199,Electronics,3.160765149083404,West,2022-12-24
173,38,Male,20000.0,72.76774831550557,Electronics,3.110663183765306,South,2023-10-10
174,45,Female,44128.663268182274,42.616457284846625,Electronics,5.0,West,2022-07-09
175,44,Male,68022.23562124342,78.28146614315979,Sports,4.97738769047418,North,2024-10-29
176,52,Male,37764.642756145615,292.8210503054112,Clothing,3.5731425269167816,East,2024-05-29
177,40,Female,92868.89637087297,15.474955609573266,Electronics,4.16705700269339,North,2024-02-14
178,61,Female,44868.10328420953,0.196394559019897,Books,4.697387242384351,South,2024-10-08
179,36,Female,52939.84568577111,7.999410657689114,Clothing,3.409057148292349,South,2024-11-12
180,80,Male,22737.938388368126,62.121412171949416,Clothing,3.876800197934176,West,2022-10-24
181,49,Female,,122.7350716671467,Sports,3.0503195753550068,North,2022-11-24
182,27,Female,20000.0,86.93203255963759,Home,3.1275997661522403,East,2024-09-06
183,23,Female,63873.9591002629,68.29881732114238,Clothing,4.671911039597407,South,2022-01-11
184,47,Male,64488.56352470825,43.68987042157501,Clothing,4.064878766795977,West,2024-10-21
185,36,Male,77185.8284867302,37.10262495283708,Electronics,4.028814929701737,East,2024-03-22
186,50,Female,29600.625624646225,47.20636297585396,Books,5.0,West,2023-06-03
187,47,Male,,94.58095414887738,Electronics,3.571044473583251,South,2023-03-20
188,38,Male,61276.33118773008,18.362715575612594,Books,4.714399094390826,East,2024-01-13
189,27,Male,58845.6327666062,147.561567547288,Clothing,3.173528525078249,West,2024-06-18
190,18,Male,32694.014497302975,85.6262146694883,Books,3.5826383346543094,South,2022-06-04
191,33,Male,20000.0,31.355576497816767,Electronics,3.276492954445727,West,2024-08-15
192,52,Female,56939.20593768962,69.54557689231767,Electronics,3.2075948597387907,West,2024-10-27
193,43,Female,46950.00643380161,329.08737700652074,Home,5.0,West,2023-03-14
194,21,Female,38666.58814077119,2.0704393493225526,Sports,2.7295740411021843,East,2023-09-08
195,42,Female,65278.90727430933,22.25470303947326,Home,3.3009650197161586,East,2024-05-12
196,45,Male,49101.60923691134,59.489631046909054,Clothing,1.9526182124175357,South,2023-09-07
197,26,Female,23616.098944644014,101.73265065529091,Books,3.4766776282294396,West,2024-08-20
198,42,Female,20000.0,23.85469091163075,Electronics,3.8184739281371662,East,2022-04-13
199,40,Male,27420.73469733669,267.9520302411055,Electronics,4.846133751306128,East,2023-10-22
200,22,Male,97860.24589533574,102.88213704941403,Electronics,3.498032703564878,West,2023-11-19
201,45,Male,64455.53547865546,209.9088884517744,Electronics,2.8361128777030356,South,2023-02-22
202,48,Male,53772.246839500236,39.94600698707696,Clothing,3.49508257992419,North,2022-10-23
203,56,Female,46366.781456283905,176.5822368738743,Sports,4.263015484988947,West,2023-06-01
204,55,Male,45052.14120105129,47.516768710917894,Home,4.758884025955443,South,2023-06-06
205,19,Male,73343.9196671819,29.13578497997654,Home,3.3628755079743824,North,2023-11-17
206,25,Male,40188.08516193137,242.65095140039543,Electronics,3.0552188994846254,South,2023-05-20
207,47,Male,61538.408213685856,9.675154131366801,Electronics,3.617461992082944,North,2022-02-24
208,47,Male,43031.44099416812,286.275496539299,Books,4.343041581692915,North,2023-10-10
209,47,Male,88803.13263670125,61.34402939466459,Electronics,4.79738813897261,South,2024-09-30
210,80,Female,64845.770151566074,490.97235802900315,Home,2.976054861851121,East,2023-09-20
211,48,Female,74911.13629367252,77.56479899842564,Books,3.2791391209870886,South,2024-12-15
212,57,Female,38311.804506235225,141.67047948757192,Books,1.8949827489342432,North,2024-08-08
213,54,Male,71162.72225134843,0.7096134451124849,Electronics,1.9448708876666236,West,2024-01-25
214,49,Male,43748.451492106185,68.65029423979426,Books,2.891755874812918,North,2024-03-21
215,35,Female,52200.69647865699,133.73269616789486,Sports,3.0106853180727686,North,2022-02-25
216,51,Female,82700.95341238916,152.70610999428317,Electronics,3.5181375160176005,South,2022-06-13
217,28,Female,29144.498864871617,17.20329654562438,Sports,4.300465781641859,North,2023-05-04
218,36,Female,54064.95462610801,54.29545240389785,Electronics,3.9142965023694067,West,2022-01-08
219,32,Male,58760.10517037453,54.31283819852892,Sports,4.27765054589564,East,2023-09-04
220,41,Female,60400.0876160162,10.941406296788744,Electronics,4.9043634102307365,West,2022-05-27
221,74,Male,40984.31013813069,58.52717438135414,Home,4.246116812173139,East,2022-03-07
222,18,Male,91725.28201616163,164.55468573831254,Electronics,3.8003362756204773,West,2022-05-19
223,50,Male,24101.362293194794,35.69331738757657,Home,4.459984866513773,East,2022-07-14
224,18,Female,79177.70777264939,56.664585436186435,Clothing,2.1069881167762903,South,2022-10-16
225,32,Female,74301.31211183277,324.3134836194594,Clothing,3.7425676918155326,East,2023-04-03
226,56,Female,88017.77579207369,3.222166267781903,Electronics,4.641276089871501,South,2024-03-31
227,40,Male,20000.0,89.53166534834341,Home,3.8539749997903052,West,2023-03-05
228,23,Male,32623.370242205794,136.0377490542187,Home,4.227877821529006,North,2022-07-14
229,29,Female,79838.86118323282,143.0799940178279,Books,3.799756527729394,South,2022-10-22
230,50,Male,20000.0,125.856284238866,Books,4.607388721276474,East,2023-09-02
231,29,Female,20000.0,129.627613528548,Sports,4.8881807609125385,South,2022-02-19
232,43,Male,40233.84426577017,6.082559928866958,Books,1.898865107097742,South,2024-03-30
233,40,Male,53839.87577244535,76.38628619527248,Electronics,3.338237167995694,South,2023-01-13
234,30,Male,81844.5014729755,152.77154086725872,Books,1.9760680523985017,South,2022-06-07
235,72,Male,46294.68170139284,9.878777357120908,Books,1.0,North,2022-05-01
236,49,Male,37835.21703870921,1.2123111242536235,Electronics,4.5840500251403595,South,2023-10-29
237,18,Male,56227.798753928546,168.50337764868104,Electronics,4.793322348892463,West,2023-08-01
238,42,Male,59391.92966588802,124.58175006777874,Sports,3.4942679359772253,South,2022-04-11
239,30,Female,58824.79644340542,53.137944188991796,Home,3.308331341852082,South,2024-03-06
240,52,Male,46440.275840973096,282.0039850564085,Books,3.8249915660494116,North,2024-04-10
241,28,Male,20000.0,145.49933957160067,Clothing,5.0,West,2024-05-20
242,38,Female,31647.680217873356,343.7683216132971,Home,2.955050772062097,North,2022-02-24
243,47,Female,78405.42170534925,264.95255645587883,Electronics,2.6504924616710537,North,2022-08-30
244,52,Female,53741.378759531995,65.64172649059728,Books,4.599559044300211,West,2022-05-26
245,21,Female,43549.55761785887,140.5309931092709,Sports,4.653210017044278,West,2023-11-28
246,34,Male,72363.3709674795,110.62152847555686,Clothing,4.385649582292226,South,2023-01-03
247,32,Male,27397.667352621032,166.83666516889704,Home,4.074820020086508,West,2024-07-07
248,30,Female,45493.037325739846,154.97002827070648,Books,3.686632077844635,South,2024-11-20
249,66,Male,52755.16810348075,16.632849437038686,Electronics,2.500370726635018,North,2024-03-13
250,46,Female,41172.44993410742,26.622791009404867,Home,5.0,South,2023-11-10
251,21,Male,52015.256458031974,30.88806185509172,Clothing,5.0,South,2022-09-18
252,53,Male,46246.121371564695,170.64916871104498,Electronics,3.501450266802856,West,2023-10-30
253,71,Male,22013.1390442825,166.46425510556975,Clothing,5.0,North,2024-06-06
254,55,Male,53629.55763758112,68.3861123633287,Books,4.342337251896942,West,2024-03-20
255,18,Male,23432.96416974265,86.94841032587715,Home,2.234577493184834,North,2024-04-04
256,32,Female,53312.30250193444,175.40138028546565,Sports,2.326673987993555,East,2024-04-30
257,59,Male,77482.71648300218,37.482960515053236,Books,4.761640874677144,North,2023-03-24
258,29,Male,44379.536054478915,5.1481498324551325,Books,5.0,North,2022-08-05
259,46,Male,26570.337400580276,65.89321253713494,Sports,4.354917689890906,North,2024-04-10
260,51,Male,47460.24373590039,245.012435472526,Sports,4.2549358455639075,North,2023-06-14
261,26,Male,33360.57783842937,156.28800520974937,Electronics,3.1205057678587664,South,2022-04-27
262,39,Female,61890.180052629396,45.668046307278495,Clothing,2.8750078378143114,West,2022-08-27
263,18,Male,47040.225049542925,6.696424534411942,Books,4.767429681364144,North,2024-07-29
264,24,Female,84195.26503329146,101.31307210422489,Electronics,4.0480489370955555,South,2024-10-22
265,36,Male,73259.79191354677,179.87284716360176,Electronics,3.881719359525364,West,2024-03-08
266,21,Male,46938.389910371945,109.34712259708226,Books,5.0,South,2023-10-24
267,64,Female,64312.181359461814,55.35150983780299,Clothing,5.0,North,2024-02-03
268,18,Male,42135.271816743094,13.165157564988991,Sports,4.582686564598413,West,2023-09-10
269,33,Male,50679.137703303364,241.65855382196025,Books,3.068360341129309,North,2023-01-10
270,41,Female,42771.31607299375,32.29063271388861,Clothing,4.052620095950621,East,2022-10-17
271,61,Male,65329.11919699417,25.397271961381605,Sports,3.575990090999589,South,2022-06-12
272,18,Female,78659.76553419157,169.2692712074954,Home,3.8619744574164483,North,2024-06-12
273,57,Female,65972.96414382287,397.495954236693,Books,2.798375366522985,West,2022-07-16
274,40,Female,68438.73202570711,107.92811217412014,Books,5.0,West,2023-06-11
275,25,Male,68460.66874471458,98.03240180632018,Clothing,3.527006926853872,South,2022-01-12
276,46,Male,61025.1184466942,38.482587383736266,Electronics,5.0,East,2022-07-14
277,42,Female,27214.27681579464,2.0624684791705508,Electronics,3.8727890207695217,North,2024-05-17
278,30,Male,84019.43038832999,21.294308568635003,Clothing,3.519818486977158,West,2022-12-03
279,41,Female,86088.21653396849,87.81052576568247,Books,3.3303801933677355,East,2022-10-03
280,34,Male,45322.40793373263,16.406890870227404,Books,3.340701445739804,West,2024-03-25
281,41,Female,42586.041695676366,215.27506312028675,Books,4.217551166175795,South,2024-01-23
282,49,Male,62248.2330583075,20.843314170859298,Home,3.9443348142118264,West,2024-11-17
283,63,Female,61016.2567036701,73.83630913152625,Electronics,4.801734864708911,East,2024-02-25
284,21,Male,45961.078624939626,71.7467016466209,Home,3.226808347596457,West,2022-11-09
285,71,Female,24999.486888247917,92.62037794997188,Books,4.2317840724433315,East,2022-12-31
286,18,Male,56114.02381499554,39.665513471751964,Electronics,5.0,South,2024-08-04
287,37,Female,61028.7307635109,206.7783371522229,Books,5.0,South,2024-11-26
288,48,Male,64516.42296077595,58.75294627365572,Books,3.2721291767279896,South,2024-08-29
289,44,Male,56985.85544708415,120.44848645283001,Clothing,3.6560473108330283,West,2024-05-21
290,30,Female,44577.69703276181,101.03565538713224,Electronics,3.3781881377080003,South,2023-09-09
291,36,Male,69880.04079012557,12.46068585778512,Books,3.1369478932073607,South,2024-10-16
292,32,Male,51316.969951318366,97.45539246763835,Sports,4.670823547966917,South,2022-04-10
293,31,Male,40701.53971270559,80.00704232645289,Sports,2.8761648279014107,East,2024-08-23
294,52,Male,46386.93235908558,228.87222601851983,Books,5.0,South,2022-02-13
295,45,Female,20000.0,212.75956546459165,Clothing,4.233324914128167,West,2022-03-06
296,29,Male,46355.163516429224,16.364284015662918,Books,3.8211920010224425,West,2023-07-15
297,53,Male,63768.730397493375,8.521496850155721,Sports,5.0,South,2024-12-26
298,44,Female,56795.6604427846,34.897923091902975,Electronics,2.687040178523234,West,2024-09-22
299,52,Male,80413.28345962372,431.34604866488246,Clothing,3.22341332653455,South,2022-02-15
300,49,Female,44740.50171968591,2.1809892440061383,Books,2.7480816939098913,South,2024-12-29
301,27,Male,59746.26326106632,111.7465619781526,Sports,3.9761958253452905,West,2023-09-13
302,31,Female,65854.80352611544,93.78048442201803,Electronics,3.3604027035017854,North,2024-05-22
303,51,Male,96857.14016574816,104.00932621786521,Sports,2.6983542549320347,West,2022-07-28
304,49,Female,52895.30982235281,24.62661932225143,Clothing,2.8161787097613873,East,2024-09-16
305,39,Female,29116.256422719533,25.71106384991706,Home,4.331245123532733,East,2023-01-16
306,41,Female,66958.57506710564,56.324601304049594,Books,4.633574719377956,North,2022-10-13
307,59,Male,87314.54711936913,10.076863789169188,Electronics,2.6196323321315043,East,2024-05-21
308,31,Female,43549.02579546757,7.754347645911125,Clothing,3.806478285463291,West,2023-02-22
309,48,Male,66821.63077212832,9.25095041948472,Clothing,3.586438162428628,West,2022-12-12
310,36,Female,74574.5611045784,85.09224878009226,Home,3.344768088894841,East,2023-01-01
311,36,Female,70341.31087940307,50.70691164459695,Home,5.0,South,2022-12-23
312,56,Female,52511.17044947156,34.75973851518864,Books,3.9471379850980495,East,2022-03-02
313,52,Male,36030.52483573707,37.953333138129665,Books,4.167232286440881,North,2023-01-19
314,52,Male,48374.409039728285,23.228937950090337,Clothing,4.682973532241972,East,2023-08-01
315,59,Female,59172.00907755262,53.01874182905056,Books,4.082136842283701,North,2022-01-13
316,40,Female,68164.45048183459,22.69734625702446,Books,3.9804224111814297,North,2023-07-26
317,50,Female,56678.90095998078,119.74807311749709,Home,4.825928341856545,West,2022-12-29
318,35,Female,42401.84066918846,13.231215066381294,Clothing,3.4209293728746326,East,2024-04-12
319,44,Female,61107.59312299537,296.11779035735873,Sports,3.5487084836993557,South,2023-04-13
320,38,Female,67201.7013548564,9.411173236943196,Sports,3.0047026749289065,North,2023-11-20
